PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
1.340571039223106,2.0942294360504854,-0.6143028618633686,0.1342096609332921,1.5119894246396333,0.5595656823836966,2.7328565885930556,-0.22733936550355233
1.193713400832838,1.7748029072451004,0.6592638080532687,-0.9210239196430625,0.6092116694180654,0.31657894916190493,3.241149832890208,-0.2831815965119347
1.267142220027972,1.9345161716477928,0.02248047309494991,-0.3934071293548852,1.0606005470288493,0.43807231577280065,2.9870032107416318,-0.2552604810077435
0.11784259297568311,1.5921732479992228,0.02722183004391575,1.0939868835898918,0.27704913128570163,-1.27142917548659,3.397202501843394,0.5664771828490853
0.1399798457155422,1.726037955852334,-0.6520241053622572,1.2677897913152099,1.0907749221885605,-1.2774592163551812,3.0635405089571637,0.568007442511282
1.1338558142409692,1.7283127525235549,0.806174759403248,-0.9012416970678794,0.8177656209179964,0.21995874694087753,3.1901886370777017,-0.29816871891386926
0.7113762568654043,2.099216616726832,-0.4941302756122514,0.8677753284200488,1.156276602001842,-0.4064000560739731,2.7248333461051675,0.15842637098758977
1.193713400832838,1.7748029072451004,0.6592638080532687,-0.9210239196430625,0.6092116694180654,0.31657894916190493,3.241149832890208,-0.2831815965119347
0.2265128232270631,1.997780386984865,-0.7121260241627374,1.5817990010296628,0.45166996688037175,-1.1162204983721276,3.006374785374808,0.5917758865189058
0.49191684440429134,1.578681154324843,2.354387108133546,2.3727638102341104,3.3311394083074957,-0.5938489528939417,2.035687547139823,-0.3786900618218273
0.9995348904549509,2.019899185960232,0.5433454305838399,0.9602905338120702,2.1789791680388175,0.07536619007801897,2.347516669248304,-0.2970770448694099
1.3159548636874832,2.29363315591189,-0.569956429761724,0.11418721066006876,1.4437753341234505,0.496660790666236,2.5452142984605395,-0.2449488997398574
-0.061370484324138476,1.6317705857886842,0.14999251671358618,-1.0952703849423362,0.866577394223246,-1.7881322619200701,3.2332906550712757,0.4396554878244498
0.5927429685558256,2.267564821661038,-0.7240825962041492,-0.23347099211693725,1.9665192998619538,-0.7552549680088676,2.3496061395721948,0.07663139162723553
0.7113762568654043,2.099216616726832,-0.4941302756122514,0.8677753284200488,1.156276602001842,-0.4064000560739731,2.7248333461051675,0.15842637098758977
1.2560972770956143,2.247143001190344,-0.42304547841174467,0.13396943323525193,1.6523292856233815,0.40004058844520857,2.4942531026480332,-0.25993602214179196
0.07965518483679512,1.6783538581794801,0.5614406457539,0.526565420453308,-0.45110778834119625,-1.3592072315939194,3.5146680296719603,0.5359336555105234
