VisitYear,VisitMonth,VisitMode,Rating,Season,VisitPeriod,UserAvgRating,UserVisitCount,AttractionAvgRating,AttractionVisitCount,RatingDifference
2022,10,2,5.0,Autumn,Shoulder_Season,5.0,1,4.302735262918624,13198,0.0
2022,10,4,5.0,Autumn,Shoulder_Season,5.0,1,4.302735262918624,13198,0.0
2022,10,3,5.0,Autumn,Shoulder_Season,5.0,1,4.302735262918624,13198,0.0
2022,10,3,3.0,Autumn,Shoulder_Season,3.0,2,4.302735262918624,13198,0.0
2022,10,2,3.0,Autumn,Shoulder_Season,3.1666666666666665,3,4.302735262918624,13198,-0.16666666666666652
2022,10,4,5.0,Autumn,Shoulder_Season,5.0,2,4.302735262918624,13198,0.0
2022,9,2,4.0,Autumn,Shoulder_Season,4.0,2,4.302735262918624,13198,0.0
2022,10,4,5.0,Autumn,Shoulder_Season,5.0,1,4.302735262918624,13198,0.0
2022,9,2,3.0,Autumn,Shoulder_Season,3.0,1,4.302735262918624,13198,0.0
2022,9,2,5.0,Autumn,Shoulder_Season,4.107142857142857,14,4.302735262918624,13198,0.8928571428571432
2022,9,2,5.0,Autumn,Shoulder_Season,4.666666666666667,6,4.302735262918624,13198,0.33333333333333304
2022,9,2,5.0,Autumn,Shoulder_Season,5.0,1,4.302735262918624,13198,0.0
2022,9,4,3.0,Autumn,Shoulder_Season,3.75,4,4.302735262918624,13198,-0.75
2022,8,2,4.0,Summer,Peak_Season,4.5,4,4.302735262918624,13198,-0.5
2022,9,2,4.0,Autumn,Shoulder_Season,4.0,2,4.302735262918624,13198,0.0
2022,9,2,5.0,Autumn,Shoulder_Season,5.0,2,4.302735262918624,13198,0.0
2022,9,4,3.0,Autumn,Shoulder_Season,3.0,1,4.302735262918624,13198,0.0
2022,8,2,4.0,Summer,Peak_Season,4.0,1,4.302735262918624,13198,0.0
2022,7,3,4.0,Summer,Peak_Season,4.0,1,4.302735262918624,13198,0.0
2022,7,5,5.0,Summer,Peak_Season,5.0,2,4.302735262918624,13198,0.0
2022,8,3,2.5,Summer,Peak_Season,2.5,1,4.302735262918624,13198,0.0
2022,8,2,5.0,Summer,Peak_Season,4.0,2,4.302735262918624,13198,1.0
2022,8,2,5.0,Summer,Peak_Season,5.0,1,4.302735262918624,13198,0.0
2022,6,2,5.0,Summer,Peak_Season,5.0,1,4.302735262918624,13198,0.0
2022,7,2,4.0,Summer,Peak_Season,3.5,5,4.302735262918624,13198,0.5
2022,7,2,5.0,Summer,Peak_Season,4.0,5,4.302735262918624,13198,1.0
2022,7,2,5.0,Summer,Peak_Season,5.0,1,4.302735262918624,13198,0.0
2022,7,2,5.0,Summer,Peak_Season,5.0,1,4.302735262918624,13198,0.0
2022,7,2,4.0,Summer,Peak_Season,4.0,1,4.302735262918624,13198,0.0
2022,7,2,5.0,Summer,Peak_Season,5.0,2,4.302735262918624,13198,0.0
2022,7,3,5.0,Summer,Peak_Season,5.0,1,4.302735262918624,13198,0.0
2022,7,4,3.0,Summer,Peak_Season,3.0,2,4.302735262918624,13198,0.0
2022,7,4,5.0,Summer,Peak_Season,5.0,2,4.302735262918624,13198,0.0
2022,7,3,4.0,Summer,Peak_Season,4.0,1,4.302735262918624,13198,0.0
2022,6,2,2.5,Summer,Peak_Season,2.5,1,4.302735262918624,13198,0.0
2022,6,3,5.0,Summer,Peak_Season,5.0,1,4.302735262918624,13198,0.0
2022,6,3,4.0,Summer,Peak_Season,4.666666666666667,3,4.302735262918624,13198,-0.666666666666667
2022,6,5,3.0,Summer,Peak_Season,3.0,1,4.302735262918624,13198,0.0
2022,6,4,5.0,Summer,Peak_Season,5.0,1,4.302735262918624,13198,0.0
2022,6,2,5.0,Summer,Peak_Season,4.5,2,4.302735262918624,13198,0.5
2022,5,4,4.0,Spring,Peak_Season,4.333333333333333,3,4.302735262918624,13198,-0.33333333333333304
2022,5,2,4.0,Spring,Peak_Season,4.0,1,4.302735262918624,13198,0.0
2022,5,2,5.0,Spring,Peak_Season,5.0,1,4.302735262918624,13198,0.0
2022,4,3,2.5,Spring,Peak_Season,3.1666666666666665,3,4.302735262918624,13198,-0.6666666666666665
2022,4,3,4.0,Spring,Peak_Season,4.0,1,4.302735262918624,13198,0.0
2021,10,2,5.0,Autumn,Shoulder_Season,4.8,5,4.302735262918624,13198,0.20000000000000018
2021,11,4,5.0,Autumn,Shoulder_Season,5.0,1,4.302735262918624,13198,0.0
2021,7,4,5.0,Summer,Peak_Season,5.0,2,4.302735262918624,13198,0.0
2020,10,5,5.0,Autumn,Shoulder_Season,5.0,1,4.302735262918624,13198,0.0
2021,5,5,5.0,Spring,Peak_Season,5.0,1,4.302735262918624,13198,0.0
2021,1,2,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
2021,1,2,5.0,Winter,Low_Season,4.2272727272727275,11,4.302735262918624,13198,0.7727272727272725
2020,12,4,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
2020,1,3,5.0,Winter,Low_Season,4.6,5,4.302735262918624,13198,0.40000000000000036
2020,12,2,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
2019,11,2,4.0,Autumn,Shoulder_Season,4.0,1,4.302735262918624,13198,0.0
2019,10,2,5.0,Autumn,Shoulder_Season,5.0,3,4.302735262918624,13198,0.0
2019,12,2,5.0,Winter,Low_Season,5.0,2,4.302735262918624,13198,0.0
2020,3,2,4.0,Spring,Low_Season,4.214285714285714,7,4.302735262918624,13198,-0.2142857142857144
2020,4,4,5.0,Spring,Peak_Season,5.0,2,4.302735262918624,13198,0.0
2019,7,3,4.0,Summer,Peak_Season,4.5,2,4.302735262918624,13198,-0.5
2020,3,2,5.0,Spring,Low_Season,4.75,8,4.302735262918624,13198,0.25
2019,11,2,5.0,Autumn,Shoulder_Season,5.0,3,4.302735262918624,13198,0.0
2020,3,2,5.0,Spring,Low_Season,5.0,1,4.302735262918624,13198,0.0
2020,3,2,4.0,Spring,Low_Season,4.0,1,4.302735262918624,13198,0.0
2020,3,4,4.0,Spring,Low_Season,3.5,2,4.302735262918624,13198,0.5
2020,3,4,3.0,Spring,Low_Season,3.0,2,4.302735262918624,13198,0.0
2020,3,4,5.0,Spring,Low_Season,5.0,1,4.302735262918624,13198,0.0
2019,8,3,3.0,Summer,Peak_Season,3.0,3,4.302735262918624,13198,0.0
2019,6,4,2.5,Summer,Peak_Season,2.5,1,4.302735262918624,13198,0.0
2020,3,2,5.0,Spring,Low_Season,5.0,1,4.302735262918624,13198,0.0
2020,3,2,4.0,Spring,Low_Season,4.0,1,4.302735262918624,13198,0.0
2020,3,2,5.0,Spring,Low_Season,5.0,1,4.302735262918624,13198,0.0
2020,3,2,5.0,Spring,Low_Season,5.0,1,4.302735262918624,13198,0.0
2020,3,3,5.0,Spring,Low_Season,4.333333333333333,3,4.302735262918624,13198,0.666666666666667
2020,2,5,4.0,Winter,Low_Season,3.5,2,4.302735262918624,13198,0.5
2020,3,2,5.0,Spring,Low_Season,5.0,1,4.302735262918624,13198,0.0
2020,2,3,5.0,Winter,Low_Season,5.0,1,4.302735262918624,13198,0.0
2020,3,4,5.0,Spring,Low_Season,5.0,2,4.302735262918624,13198,0.0
2019,4,4,5.0,Spring,Peak_Season,5.0,2,4.302735262918624,13198,0.0
2020,3,3,5.0,Spring,Low_Season,5.0,1,4.302735262918624,13198,0.0
2020,2,3,4.0,Winter,Low_Season,4.0,1,4.302735262918624,13198,0.0
2020,1,2,5.0,Winter,Low_Season,4.0,2,4.302735262918624,13198,1.0
2020,3,2,4.0,Spring,Low_Season,3.5,2,4.302735262918624,13198,0.5
